
Project:     session
Program:     Inertial Explorer Version 8.70.6912
Profile:     Mapper Localization Output
Source:      GNSS/INS Epochs(Smoothed TC Combined)
SolFile:      C:\Users\mapper.ai\Desktop\paccar_dual_lidar_collect_20190410\session.cts
ProcessInfo: session by Unknown on 4/11/2019 at 11:34:22

Datum:       WGS84
Master 1:    Name P221, Status ENABLED
             Antenna height 0.008 m, to ARP [TRM59800.00(SCIT)]
             Lat, Lon, El Hgt 37 20 13.03169, -122 05 56.59197, 155.301 m [WGS84, 2019.274]
Remote:      Antenna height 0.000 m, to L1PC [Generic(NONE)]
IMU to GNSS Antenna Lever Arms:
             x=0.880, y=-0.440, z=2.610 m (x-right, y-fwd, z-up)
Body to Sensor Rotations:
             xRot=0.000, yRot=90.000, zRot=180.000 degrees (Rotate IMU into Vehicle Frame)
IMU->Secondary Sensor Lever Arms: 
            x=0.000, y=-2.410, z=-1.380 m (x-right, y-fwd, z-up, IMU->SENSOR)
UTC Offset:  18 s
Geoid:       GEOID12B(CONUS).wpg [NAVD88] (Absolute correction)

Map projection Info:
  UTM Zone:    10

AccBdyX AccBdyY AccBdyZ VelBdyX VelBdyY VelBdyZ        Heading          Pitch           Roll         Easting        Northing        H-Ell       UTCTime   Undulation        H-MSL
(m/s^2) (m/s^2) (m/s^2)   (m/s)   (m/s)   (m/s)          (deg)          (deg)          (deg)             (m)             (m)          (m)         (sec)          (m)          (m)
  0.277  -0.167   0.306   0.044  20.824  -0.129 -70.3432894267   0.2635147491 001.1340152569 588310.36936613 4138961.1496925      -24.450 1554925780.00      -32.666        8.216
  0.231   0.546   0.294   0.117  20.742  -0.128 -70.0950268141   0.3456196012 001.4258398507 588290.78472633 4138968.0404824      -24.452 1554925781.00      -32.666        8.213
  0.216   0.388   0.188   0.130  20.729  -0.111 -70.0914515574   0.2750025529 001.7549353490 588271.26924782 4138974.9860769      -24.446 1554925782.00      -32.666        8.220
 -0.180  -0.159   0.099   0.142  20.772  -0.078 -70.4020118711   0.3882591203 001.4877021038 588251.71972684 4138981.9357859      -24.440 1554925783.00      -32.666        8.226
  0.338   0.200  -0.381   0.159  20.895  -0.131 -70.6809391850   0.3186046411 001.7611920481 588232.05646908 4138988.7769786      -24.448 1554925784.00      -32.666        8.218
  0.183  -0.362   0.394   0.153  21.032  -0.056 -71.0758045086   0.1831173113 001.4751657872 588212.22904982 4138995.5628667      -24.436 1554925785.00      -32.666        8.229
  0.274   0.290  -0.376   0.149  21.210  -0.199 -71.4639375782   0.2793799505 001.8814100527 588192.20350522 4139002.2475113      -24.465 1554925786.00      -32.666        8.201
 -0.636  -0.365   0.150   0.099  21.273  -0.137 -71.6487336559   0.3658679297 001.7845744558 588172.04992218 4139008.8799804      -24.445 1554925787.00      -32.666        8.220
  0.695   0.076   0.055   0.116  21.307  -0.095 -71.9058140890   0.3018341665 001.7065261449 588151.80312467 4139015.4500718      -24.453 1554925788.00      -32.666        8.213
  0.126   0.454   0.059   0.076  21.439  -0.182 -71.7632163529   0.2393416598 001.8318835809 588131.47839084 4139021.9665140      -24.468 1554925789.00      -32.666        8.198
  0.313   0.477  -0.038   0.106  21.618  -0.177 -71.7936747893   0.2389692372 002.2190941884 588111.02626228 4139028.5924345      -24.445 1554925790.00      -32.666        8.221
 -0.343   0.557   0.167   0.088  21.790  -0.105 -71.6839648307   0.1555924188 001.8014136854 588090.40434234 4139035.3017059      -24.456 1554925791.00      -32.665        8.209
 -0.192  -0.080  -0.122   0.119  21.998  -0.116 -71.4066990945   0.3189885229 002.4868545548 588069.59104013 4139042.0909803      -24.496 1554925792.00      -32.665        8.169
  0.032  -0.076  -0.527   0.085  22.105  -0.064 -71.5304236008   0.3404572514 001.9663682346 588048.65258986 4139049.0281651      -24.504 1554925793.00      -32.665        8.161
  0.756   0.019   0.530   0.173  22.061  -0.110 -71.6468314360   0.2681327890 002.1769989792 588027.66486338 4139055.9288686      -24.531 1554925794.00      -32.665        8.134
 -0.279   0.098   0.080   0.140  21.989  -0.187 -71.9723058411   0.2571205401 001.9617960314 588006.73998184 4139062.7173030      -24.516 1554925795.00      -32.665        8.150
  0.179   0.057   0.626   0.063  21.956  -0.095 -71.7823015771   0.3379305076 001.4822761935 587985.82613758 4139069.3991760      -24.511 1554925796.00      -32.665        8.155
  0.027   0.125   1.145   0.119  22.003  -0.157 -71.4488573290   0.4553582077 001.4294093777 587964.94114829 4139076.2020698      -24.500 1554925797.00      -32.665        8.165
  0.059   0.349   0.568   0.077  22.057  -0.154 -71.5337868630   0.4825737029 001.1261141689 587944.03674413 4139083.0592694      -24.490 1554925798.00      -32.665        8.175
 -0.143   0.163  -0.213   0.084  22.186  -0.064 -71.6467397628   0.3723194344 -00.1473819336 587923.01961782 4139089.9187306      -24.397 1554925799.00      -32.665        8.268
  0.546   0.440  -0.184   0.027  22.352  -0.082 -71.8136194502   0.1912303937 -00.3647621211 587901.81006654 4139096.7223591      -24.366 1554925800.00      -32.665        8.299
 -0.314   0.095  -0.347  -0.028  22.397  -0.053 -71.7667285842   0.0958271912 -01.3191665684 587880.45860168 4139103.5114082      -24.386 1554925801.00      -32.665        8.279
  0.041   0.210  -0.227  -0.035  22.368  -0.116 -71.7467037093   0.2258886107 -01.6310045779 587859.14683177 4139110.2938474      -24.446 1554925802.00      -32.665        8.220
 -0.156   0.109   0.060   0.022  22.518  -0.071 -72.0239923638   0.2334172762 -01.5159890301 587837.75093386 4139117.0602230      -24.459 1554925803.00      -32.665        8.206
  0.184   0.069   0.523   0.022  22.685  -0.114 -72.4163595915   0.3519908919 -01.3438381310 587816.15589680 4139123.7625069      -24.485 1554925804.00      -32.665        8.180
 -0.026   0.375  -0.072   0.104  22.787  -0.109 -73.2811247917   0.2682130031 -01.3777916100 587794.38768827 4139130.3352157      -24.493 1554925805.00      -32.665        8.172
 -0.521   0.346  -0.166   0.014  22.849  -0.118 -73.7551327756   0.1430217248 -01.1804076495 587772.44106769 4139136.5736212      -24.520 1554925806.00      -32.665        8.145
  0.638  -0.038   0.384  -0.018  22.895  -0.162 -73.5978730496   0.3023211806 -01.4411893900 587750.44073032 4139142.7816313      -24.522 1554925807.00      -32.665        8.143
 -0.204   0.018  -0.413   0.011  22.930  -0.064 -74.1422746282   0.1992575324 -01.5119095706 587728.37959668 4139148.9521704      -24.517 1554925808.00      -32.665        8.148
 -0.191   0.217   0.093  -0.001  23.013  -0.102 -74.1135178764   0.2669582255 -00.2047350089 587706.20487451 4139154.9900405      -24.589 1554925809.00      -32.665        8.076
  0.086  -0.380   0.613   0.052  22.921  -0.097 -74.4967406977   0.2016696847 000.0595704220 587684.03147496 4139161.0463654      -24.652 1554925810.00      -32.665        8.013
  0.599  -0.116  -0.813   0.082  22.744  -0.093 -74.6875814801   0.1256782924 000.7814170297 587661.99007021 4139166.9483368      -24.699 1554925811.00      -32.665        7.966
 -0.044  -0.042   0.210   0.091  22.601  -0.049 -74.7807272289   0.1389537245 000.5272930589 587640.08152271 4139172.7630050      -24.711 1554925812.00      -32.665        7.954
 -2.041  -0.499   0.700   0.097  22.490  -0.084 -74.8844726968   0.3026133891 001.5255516957 587618.28165129 4139178.5182436      -24.739 1554925813.00      -32.665        7.926
  0.502   0.028  -0.113   0.148  22.340  -0.103 -74.9251011341   0.2262954108 000.9065796601 587596.62088917 4139184.2297369      -24.763 1554925814.00      -32.665        7.902
  0.000   0.376  -0.330   0.167  22.354  -0.153 -75.0472729247   0.2986542507 001.0822943567 587575.02722156 4139189.8646587      -24.766 1554925815.00      -32.665        7.899
 -0.191   0.074  -0.448   0.060  22.519  -0.070 -75.1893893762   0.2010107833 000.9176033681 587553.31835999 4139195.4896573      -24.784 1554925816.00      -32.665        7.880
  0.473  -0.172  -0.323   0.040  22.702  -0.102 -74.9803972909   0.1661004648 001.0137284973 587531.42097833 4139201.1496235      -24.812 1554925817.00      -32.665        7.853
  0.001   0.376   0.204   0.138  22.907  -0.178 -74.9562643086   0.2383619019 001.6249254957 587509.36341577 4139206.9207505      -24.857 1554925818.00      -32.665        7.807
  0.149  -0.021  -0.089   0.088  23.061  -0.098 -75.0172327475   0.2252468980 000.9525595231 587487.14120561 4139212.7476428      -24.883 1554925819.00      -32.665        7.782
 -0.057  -0.004  -0.787   0.043  23.230  -0.140 -74.9756474708   0.1189345791 001.1529801599 587464.76224625 4139218.5850447      -24.912 1554925820.00      -32.665        7.753
  0.007  -0.492   0.161   0.112  23.323  -0.122 -74.9821505417  -0.0629566025 001.4396538631 587442.24031871 4139224.4611804      -24.964 1554925821.00      -32.665        7.701
 -0.427  -0.192  -0.699   0.045  23.082  -0.096 -75.0415032397   0.1110735982 001.0174126160 587419.79291320 4139230.3165262      -25.093 1554925822.00      -32.665        7.572
 -0.135  -0.153   0.059   0.092  23.032  -0.121 -74.7468482344   0.4778639899 001.3793042185 587397.51128089 4139236.1736923      -25.087 1554925823.00      -32.665        7.578
  0.857   0.102   0.370   0.127  22.875  -0.102 -74.4554705477   0.4374933836 001.0480773172 587375.34645503 4139242.1452560      -25.020 1554925824.00      -32.665        7.645
 -0.193  -0.030   0.085   0.093  22.749  -0.080 -74.5228102774   0.5335325692 000.7702042457 587353.33418168 4139248.1592833      -24.932 1554925825.00      -32.665        7.733
 -0.396  -0.308  -0.850   0.117  22.609  -0.067 -75.3318094954   0.8992687186 001.0380792036 587331.37600626 4139253.9381674      -24.818 1554925826.00      -32.665        7.847
  0.561  -0.013  -0.101   0.060  22.513  -0.101 -75.2211083198   0.3810169338 000.4482478014 587309.51551205 4139259.5063453      -24.668 1554925827.00      -32.665        7.996
 -0.157  -0.147   0.196   0.047  22.459  -0.136 -74.9830443559   0.3788053167 000.7580804587 587287.75119513 4139265.0902076      -24.618 1554925828.00      -32.665        8.046
  1.061   0.046  -0.142   0.064  22.419  -0.175 -74.9076373805   0.3608259011 000.9917842138 587266.06023735 4139270.7628181      -24.523 1554925829.00      -32.664        8.142
 -0.099  -0.199  -0.375   0.102  22.291  -0.029 -74.8507827785   0.4468154070 000.6286091858 587244.41688612 4139276.4446616      -24.456 1554925830.00      -32.664        8.208
 -0.207  -0.548   0.392   0.120  21.960  -0.056 -74.2914556493   0.3220595766 000.8043697190 587223.04889534 4139282.1698273      -24.395 1554925831.00      -32.664        8.270
 -0.200  -0.328   0.490   0.212  21.632  -0.086 -74.8054675465   0.4042217245 001.4199211966 587202.01255107 4139287.8742378      -24.351 1554925832.00      -32.664        8.314
  0.466  -0.518   0.612   0.093  21.304  -0.120 -75.0105463301   0.4568708163 001.2019508626 587181.26577174 4139293.3382259      -24.308 1554925833.00      -32.664        8.356
 -0.120  -0.006  -0.083   0.090  20.969  -0.066 -75.0632928247   0.3283162758 000.9275556450 587160.82465438 4139298.6844179      -24.255 1554925834.00      -32.664        8.410
 -0.380  -1.016   0.442   0.102  20.036  -0.040 -75.2038622902   0.1714347019 001.1060434573 587140.91534092 4139303.8262231      -24.232 1554925835.00      -32.664        8.432
  0.522   0.016   0.235   0.055  19.520  -0.060 -74.7036357575   0.3313873295 000.6373467921 587121.83659408 4139308.7705647      -24.208 1554925836.00      -32.664        8.456
 -0.641  -0.178   0.027   0.131  19.331  -0.094 -74.9399522001   0.2654857240 000.9399773700 587103.08591843 4139313.7180692      -24.198 1554925837.00      -32.664        8.466
 -0.243   0.212  -0.089   0.041  19.311  -0.101 -74.9671505067   0.4019929186 000.8391597163 587084.41200068 4139318.5860374      -24.194 1554925838.00      -32.664        8.470
  0.700   0.213   0.054   0.068  19.620  -0.104 -74.8585291679   0.4005662537 001.1447524859 587065.58954570 4139323.4994371      -24.182 1554925839.00      -32.664        8.482
 -0.003   0.299  -0.659   0.063  19.941  -0.068 -74.4500159895   0.4025945243 000.6101885927 587046.46761775 4139328.5931981      -24.155 1554925840.00      -32.664        8.509
  0.130  -0.180  -1.320   0.082  20.284  -0.100 -74.6822701614   0.3297715886 000.9600538111 587027.04452120 4139333.8209810      -24.141 1554925841.00      -32.664        8.523
 -0.207  -0.157   0.428   0.145  20.596  -0.066 -74.8774596934   0.3888492668 001.1337803442 587007.28022840 4139339.0705697      -24.118 1554925842.00      -32.664        8.546
 -0.317   0.197   0.261   0.104  20.922  -0.091 -74.8973699768   0.3762040883 001.2006101414 586987.20321427 4139344.3617632      -24.098 1554925843.00      -32.664        8.566
 -0.460   0.245  -0.332   0.088  21.223  -0.046 -74.9784320457   0.3834405452 000.7945721407 586966.82185787 4139349.7304140      -24.066 1554925844.00      -32.664        8.598
 -0.002   0.611  -0.397   0.092  21.560  -0.134 -74.9641023712   0.4357974286 001.0462266635 586946.11875386 4139355.1252462      -24.047 1554925845.00      -32.664        8.617
  0.366   0.366  -0.146   0.119  21.862  -0.154 -74.7985920529   0.4549399485 001.3334274879 586925.13225644 4139360.6518501      -24.016 1554925846.00      -32.664        8.648
  0.295   0.321   0.335   0.130  22.139  -0.185 -75.0073377664   0.4539659202 000.9622768873 586903.88144753 4139366.2681993      -23.976 1554925847.00      -32.664        8.688
  0.456   0.378   0.448   0.085  22.346  -0.089 -74.8978398022   0.4176518552 000.9317840735 586882.37263968 4139371.8919891      -23.945 1554925848.00      -32.664        8.719
 -0.012   0.032  -0.185   0.092  22.544  -0.142 -74.9340965715   0.2888452133 001.1134518016 586860.65548783 4139377.6010409      -23.952 1554925849.00      -32.664        8.712
  0.079  -0.250   0.299   0.111  22.531  -0.046 -75.1963450839   0.2187724749 001.1454400353 586838.85174221 4139383.2817143      -23.952 1554925850.00      -32.664        8.712
  0.295   0.129  -0.229   0.061  22.552  -0.066 -75.0338542532   0.3959883209 000.9784858634 586817.01611132 4139388.9192550      -23.939 1554925851.00      -32.664        8.725
  0.382   0.006   0.083   0.121  22.564  -0.123 -74.9106797864   0.2519982975 000.5610001659 586795.19915257 4139394.6174002      -23.896 1554925852.00      -32.664        8.767
  0.693  -0.216   0.526   0.056  22.553  -0.190 -74.2035868418   0.3796418351 000.8095206096 586773.41471849 4139400.4173906      -23.886 1554925853.00      -32.663        8.777
 -0.180  -0.234   0.230   0.098  22.514  -0.094 -74.4155010119   0.2183083791 000.6402574177 586751.69766084 4139406.3746274      -23.874 1554925854.00      -32.663        8.789
 -0.268   0.418   0.211   0.140  22.565  -0.131 -74.9192053984   0.2618760898 000.6377077556 586729.93712005 4139412.2356016      -23.878 1554925855.00      -32.663        8.785
 -0.772  -0.107  -0.181   0.040  22.594  -0.087 -75.0264058018   0.3214350526 000.2793398434 586708.09027573 4139417.9091596      -23.873 1554925856.00      -32.663        8.790
 -0.166   0.267   0.371   0.126  22.764  -0.141 -75.1488354235   0.3297715886 000.7646580142 586686.16163837 4139423.6126920      -23.874 1554925857.00      -32.663        8.789
  0.540   0.093  -0.298  -0.021  22.921  -0.148 -74.8033017660   0.2137934717 000.3406807050 586664.04950909 4139429.3121940      -23.844 1554925858.00      -32.663        8.820
  0.572   0.059  -0.107   0.054  22.787  -0.167 -75.0505273250   0.3011638059 000.0489191365 586641.92635493 4139435.0999125      -23.839 1554925859.00      -32.663        8.824
  0.055  -0.563   0.475   0.016  22.475  -0.040 -74.7374459970   0.2340704480 000.2170306832 586620.01306307 4139440.7723091      -23.817 1554925860.00      -32.663        8.846
  0.107   0.042   0.367   0.082  22.206  -0.161 -74.8319210079   0.3987442479 000.7015295244 586598.42195356 4139446.4787913      -23.807 1554925861.00      -32.663        8.856
  0.566  -0.215  -0.032   0.079  21.855  -0.118 -75.0428496906   0.3114254800 000.4648864958 586577.12682947 4139452.0618934      -23.754 1554925862.00      -32.663        8.909
  0.597  -0.506  -0.858  -0.025  21.484  -0.008 -74.6386738027   0.3433449587 000.3112077560 586556.15116987 4139457.5423987      -23.702 1554925863.00      -32.663        8.961
 -0.461  -0.025   0.278   0.067  21.189  -0.104 -74.5004993009   0.3530737821 000.4255357544 586535.53182890 4139463.0451595      -23.676 1554925864.00      -32.663        8.987
  0.387  -0.350   0.291   0.090  20.853  -0.040 -74.7140578598   0.3381425020 000.7799502578 586515.24305061 4139468.4974381      -23.653 1554925865.00      -32.663        9.010
 -0.269  -0.077   0.638   0.085  20.546  -0.142 -74.9357810674   0.5438458096 000.6571195657 586495.24342832 4139473.7749732      -23.596 1554925866.00      -32.663        9.066
 -0.353  -0.804   0.340   0.028  20.214  -0.075 -74.6130339414   0.2510414579 000.5249496615 586475.56008828 4139478.9621412      -23.546 1554925867.00      -32.663        9.117
  0.779  -0.484   0.293   0.019  19.831  -0.114 -74.1885925363   0.3536066328 000.5860498807 586456.23272126 4139484.1742129      -23.524 1554925868.00      -32.663        9.139
 -0.110  -0.494   0.446   0.078  19.372  -0.095 -74.5932668975   0.4187175567 000.6587238475 586437.32563686 4139489.3299008      -23.489 1554925869.00      -32.663        9.174
 -0.336  -0.799   0.510   0.028  18.694  -0.063 -74.5144966598   0.2064997189 000.3655585324 586418.95005507 4139494.2411500      -23.440 1554925870.00      -32.662        9.222
  0.694  -0.835   0.513   0.018  17.948  -0.072 -73.7432381718   0.3124166970 000.2706022371 586401.28082099 4139499.0651329      -23.424 1554925871.00      -32.662        9.239
 -0.027  -1.016   0.389  -0.019  17.219  -0.047 -72.8931235024   0.0990873211 000.7566423347 586384.39439339 4139503.9247200      -23.421 1554925872.00      -32.662        9.242
  0.183  -0.680   0.262   0.027  16.504  -0.079 -71.9462878276   0.1036652539 000.6415924094 586368.29822788 4139508.8636205      -23.423 1554925873.00      -32.662        9.239
 -0.022  -0.689  -0.108   0.011  15.810  -0.060 -71.0214422730   0.2659841972 000.6990600763 586352.93950968 4139513.8634159      -23.442 1554925874.00      -32.662        9.221
  0.221   0.084  -0.573   0.028  15.061  -0.001 -70.0953476705   0.1122137842 000.6410194516 586338.34387132 4139518.8544047      -23.413 1554925875.00      -32.662        9.249
  0.303   0.077   0.111   0.049  14.865  -0.112 -69.7342352905   0.0803573308 001.1762021393 586324.25977205 4139523.8929582      -23.432 1554925876.00      -32.662        9.230
  0.359  -0.693   0.320   0.063  14.599  -0.051 -69.9395088798   0.0912206106 000.8738293925 586310.41751848 4139528.8845752      -23.453 1554925877.00      -32.662        9.209
  0.213  -0.935  -0.159   0.035  13.910  -0.011 -69.2490145225   0.0328362112 000.9851092555 586296.99640670 4139533.7505075      -23.469 1554925878.00      -32.662        9.193
 -0.178  -0.559   0.101   0.074  13.175  -0.096 -69.1521731960   0.1441103446 000.8619118704 586284.30555291 4139538.4825872      -23.494 1554925879.00      -32.662        9.168
 -0.031  -0.520  -0.127   0.081  12.448  -0.043 -69.3640644478  -0.1385641132 001.2631943213 586272.32563250 4139542.9417048      -23.513 1554925880.00      -32.662        9.149
  0.564  -0.972  -0.285   0.005  11.739  -0.031 -69.0074841640  -0.2510529171 000.7259719039 586260.96777488 4139547.1434377      -23.593 1554925881.00      -32.662        9.069
  1.089  -0.238   0.691  -0.088  11.234   0.006 -66.7849636880  -0.1267268051 000.5890178021 586250.31788067 4139551.2861061      -23.654 1554925882.00      -32.662        9.008
  1.551   0.030   0.320  -0.016  10.944  -0.082 -62.8262665011   0.1222863822 001.1067825729 586240.22294475 4139555.8656529      -23.723 1554925883.00      -32.662        8.939
  0.972  -0.707   1.626   0.013  10.774  -0.108 -56.9280899890   0.3230278753 000.7732581107 586230.76124492 4139561.1210500      -23.746 1554925884.00      -32.662        8.916
  0.852   0.053   0.090  -0.040  10.845  -0.062 -50.2501522952   0.0452350179 000.8901243122 586221.96797913 4139567.3508447      -23.739 1554925885.00      -32.662        8.923
  0.960   0.338  -0.622  -0.131  10.927  -0.001 -43.8507121969   0.3041030793 000.6339491524 586213.88454859 4139574.6344782      -23.757 1554925886.00      -32.662        8.905
  2.379   0.481  -0.178  -0.102  11.126  -0.037 -36.7842002560   0.3234977007 000.6032959104 586206.58816336 4139582.8964950      -23.730 1554925887.00      -32.661        8.931
  0.340   0.331  -0.353  -0.046  11.260  -0.001 -31.2586296572  -0.0577312274 000.4477722465 586200.20485696 4139592.1099800      -23.706 1554925888.00      -32.661        8.955
  0.258  -0.303  -0.008   0.044  11.220  -0.010 -30.5049781622   0.0582927261 000.6044131781 586194.40269972 4139601.7167617      -23.745 1554925889.00      -32.661        8.916
  0.086   0.135   0.905   0.017  11.577  -0.072 -30.2484191207   0.5471632352 000.4746898037 586188.58349439 4139611.4757954      -23.762 1554925890.00      -32.661        8.899
 -0.117   0.515   0.193   0.041  12.057  -0.043 -30.0864210337   0.2167900409 000.7634662620 586182.58661477 4139621.6423089      -23.740 1554925891.00      -32.661        8.921
 -0.445   0.477   0.589   0.062  12.573  -0.038 -29.8731604128   0.0257888304 000.9285525915 586176.37560116 4139632.2682471      -23.773 1554925892.00      -32.661        8.888
  0.306   0.083   0.439   0.038  13.002  -0.028 -29.8982387755   0.3063605331 000.7352079836 586169.93978457 4139643.3258804      -23.792 1554925893.00      -32.661        8.869
  0.326   0.098   0.262   0.007  13.428  -0.118 -30.3325006771   0.3318342366 -00.0282181714 586163.24273705 4139654.7203872      -23.808 1554925894.00      -32.661        8.853
 -0.420  -0.678   0.789   0.005  13.225  -0.020 -30.3807265348   0.0774696235 -00.1246985345 586156.38221873 4139666.2014676      -23.804 1554925895.00      -32.661        8.857
 -0.108  -0.913   0.839   0.049  12.925   0.010 -30.2201723014  -0.0803172237 -00.5930915321 586149.69113399 4139677.4303018      -23.815 1554925896.00      -32.660        8.845
  0.244  -0.709   0.426   0.018  12.626  -0.023 -30.0291768204  -0.0229927963 000.0322059577 586143.17260266 4139688.4131618      -23.851 1554925897.00      -32.660        8.810
  0.487  -0.907   0.432   0.067  11.792  -0.031 -30.0886326508   0.1893682809 000.4803105197 586136.96176690 4139698.9405525      -23.881 1554925898.00      -32.660        8.779
 -0.793  -0.024   0.458   0.063  10.954  -0.106 -30.0177864194   0.0766904009 -00.3534920413 586131.19489065 4139708.7189677      -23.890 1554925899.00      -32.660        8.770
 -0.875  -0.762  -0.660  -0.008  10.163  -0.044 -29.9335558940   0.1038944370 000.1514327453 586125.83647336 4139717.8121638      -23.909 1554925900.00      -32.660        8.751
  0.384  -0.999   0.347   0.018   9.493  -0.009 -28.7901212110  -0.0475325787 000.5583129939 586120.92323019 4139726.2954944      -23.921 1554925901.00      -32.660        8.739
 -0.121  -1.176   0.515  -0.020   8.697  -0.019 -25.7517088347  -0.3428063784 000.0545742300 586116.63263984 4139734.3169017      -23.959 1554925902.00      -32.660        8.701
  0.559  -0.742  -0.515  -0.041   8.208  -0.081 -20.6541205201  -0.2276246728 000.3786735364 586113.18309665 4139741.9807742      -24.028 1554925903.00      -32.660        8.632
  0.245  -0.777   0.137  -0.150   7.567  -0.084 -13.3003676478   0.1257585065 000.7463978493 586110.73036403 4139749.4694306      -24.082 1554925904.00      -32.660        8.577
  3.235   0.404   0.123  -0.057   7.178   0.063  -6.0238437567   0.1040605948 000.2162801085 586109.39604843 4139756.6917706      -24.067 1554925905.00      -32.660        8.592
  0.775   0.448  -1.094  -0.079   7.294  -0.043   1.0441296380   0.3233028951 000.3838645340 586108.96128599 4139763.8981600      -24.084 1554925906.00      -32.659        8.576
  0.206   0.743  -0.808  -0.001   7.538  -0.058   6.8902357456   0.1228879879 002.0937195637 586109.39774561 4139771.2770795      -24.080 1554925907.00      -32.659        8.579
 -0.411   0.457  -0.811   0.012   7.931  -0.009   9.6502937659   0.3810685000 003.2050915285 586110.49028531 4139778.9415066      -24.128 1554925908.00      -32.659        8.532
 -0.261   0.226  -0.134   0.085   8.462  -0.075  10.8841812960   0.1759037727 002.9554996538 586111.93517709 4139786.9995079      -24.139 1554925909.00      -32.659        8.520
  0.544   0.021  -0.077   0.080   8.467  -0.059  11.5024314049   0.0872901201 002.3477633205 586113.56582122 4139795.3209250      -24.164 1554925910.00      -32.659        8.495
 -0.433   0.659  -0.350   0.080   8.741  -0.071  12.0868025193   0.1498857592 002.8282170796 586115.27354268 4139803.6995637      -24.198 1554925911.00      -32.659        8.461
 -0.669   0.637  -0.074   0.062   9.372  -0.028  12.2658403711   0.0617304728 002.4239208706 586117.17478578 4139812.5598098      -24.235 1554925912.00      -32.659        8.424
 -0.331   0.249   0.218   0.032   9.986  -0.035  12.1616651848  -0.0947672193 002.3488748586 586119.19938534 4139822.0268361      -24.293 1554925913.00      -32.659        8.366
  0.038   1.053  -0.276   0.067  10.561  -0.039  12.1356414417   0.0384511976 002.0297832033 586121.32209815 4139832.0857356      -24.367 1554925914.00      -32.659        8.292
 -0.444  -1.526  -0.049   0.013  10.092  -0.005  12.5381271041  -0.1226072386 001.1759443083 586123.50090522 4139842.3373161      -24.400 1554925915.00      -32.659        8.259
 -0.439  -2.274  -0.110   0.054   8.018  -0.039  12.6237098100  -0.1680542509 001.3461815284 586125.44395125 4139851.2573299      -24.432 1554925916.00      -32.659        8.227
  0.185  -2.143   0.073   0.032   5.803  -0.009  12.5499300347  -0.2472198294 001.4576103604 586126.90543556 4139857.9999298      -24.461 1554925917.00      -32.658        8.198
 -0.632  -1.141  -0.131   0.029   4.910   0.019  12.3462206202  -0.1719331752 001.7526836249 586128.01659516 4139863.1709375      -24.499 1554925918.00      -32.658        8.159
  0.201  -1.133  -0.505   0.041   3.760   0.007  12.2429392480  -0.2625922871 002.0361659532 586128.91473603 4139867.4219144      -24.527 1554925919.00      -32.658        8.131
 -0.451  -1.116  -0.259   0.028   2.563  -0.004  12.2973816977  -0.2952050448 002.2765733144 586129.57167606 4139870.5194329      -24.552 1554925920.00      -32.658        8.106
 -0.212  -0.672  -0.146   0.009   1.694  -0.006  12.2736211380  -0.2482396943 002.2805954782 586129.99891432 4139872.5300315      -24.575 1554925921.00      -32.658        8.083
 -0.207  -0.533  -0.068   0.007   1.135  -0.002  12.2459186286  -0.2480620774 002.2930172032 586130.29265372 4139873.9076994      -24.588 1554925922.00      -32.658        8.070
 -0.396  -0.490  -0.172   0.002   0.652   0.002  12.2306149259  -0.2481537506 002.2719495450 586130.47824903 4139874.7755042      -24.597 1554925923.00      -32.658        8.062
 -0.190   0.022  -0.138   0.012   0.614   0.004  12.2105900509  -0.2226571288 002.2319685501 586130.60876276 4139875.3814725      -24.602 1554925924.00      -32.658        8.056
 -0.169  -0.136  -0.076   0.007   0.568   0.006  12.1999674134  -0.2356231637 002.2502802812 586130.73178362 4139875.9610377      -24.607 1554925925.00      -32.658        8.051
 -0.453  -0.075  -0.195   0.012   0.517  -0.000  12.1899177337  -0.2371701497 002.2006564066 586130.84617138 4139876.4943523      -24.612 1554925926.00      -32.658        8.047
 -0.291  -0.727  -0.079   0.011   0.121   0.001  12.1988214978  -0.3536123624 002.2975206514 586130.92208251 4139876.8556859      -24.612 1554925927.00      -32.658        8.047
 -0.294   0.039  -0.186   0.000  -0.000   0.003  12.1953436440  -0.2750082825 002.2695030152 586130.92721442 4139876.8692365      -24.617 1554925928.00      -32.658        8.041
 -0.485  -0.077  -0.136   0.004   0.001  -0.000  12.1972286751  -0.2783486265 002.2652230205 586130.92966831 4139876.8724055      -24.617 1554925929.00      -32.658        8.041
 -0.457   0.064  -0.134   0.006  -0.001  -0.000  12.1945185848  -0.2787038603 002.2643463951 586130.92982326 4139876.8725044      -24.617 1554925930.00      -32.658        8.042
 -0.330  -0.034  -0.115  -0.003   0.001  -0.002  12.1967359314  -0.2766641305 002.2590236172 586130.92986733 4139876.8725472      -24.617 1554925931.00      -32.658        8.041
 -0.545   0.053  -0.236  -0.003  -0.002   0.001  12.1928971142  -0.2742691670 002.2554941972 586130.93011982 4139876.8725499      -24.617 1554925932.00      -32.658        8.041
 -0.438  -0.047  -0.156   0.005   0.001  -0.004  12.1936534185  -0.2736790204 002.2568234592 586130.93006024 4139876.8725773      -24.617 1554925933.00      -32.658        8.041
