
Project:     session
Program:     Inertial Explorer Version 8.70.6912
Profile:     Mapper Localization Output
Source:      GNSS/INS Epochs(Smoothed TC Combined)
SolFile:      C:\Users\mapper.ai\Desktop\paccar_dual_lidar_collect_20190410\session.cts
ProcessInfo: session by Unknown on 4/11/2019 at 11:34:22

Datum:       WGS84
Master 1:    Name P221, Status ENABLED
             Antenna height 0.008 m, to ARP [TRM59800.00(SCIT)]
             Lat, Lon, El Hgt 37 20 13.03169, -122 05 56.59197, 155.301 m [WGS84, 2019.274]
Remote:      Antenna height 0.000 m, to L1PC [Generic(NONE)]
IMU to GNSS Antenna Lever Arms:
             x=0.880, y=-0.440, z=2.610 m (x-right, y-fwd, z-up)
Body to Sensor Rotations:
             xRot=0.000, yRot=90.000, zRot=180.000 degrees (Rotate IMU into Vehicle Frame)
IMU->Secondary Sensor Lever Arms: 
            x=0.000, y=-2.410, z=-1.380 m (x-right, y-fwd, z-up, IMU->SENSOR)
UTC Offset:  18 s
Geoid:       GEOID12B(CONUS).wpg [NAVD88] (Absolute correction)

Map projection Info:
  UTM Zone:    10

AccBdyX AccBdyY AccBdyZ VelBdyX VelBdyY VelBdyZ        Heading          Pitch           Roll         Easting        Northing        H-Ell       UTCTime   Undulation        H-MSL
(m/s^2) (m/s^2) (m/s^2)   (m/s)   (m/s)   (m/s)          (deg)          (deg)          (deg)             (m)             (m)          (m)         (sec)          (m)          (m)
 -1.030   0.043   0.248   0.223  24.928  -0.210  89.7558267708   0.5679616032 002.1870773068 593109.28667762 4141904.1369681      -30.064 1554924915.00      -32.621        2.556
 -0.459   0.483   0.377   0.155  25.052  -0.188  89.7332694224   0.5283988674 002.0729269253 593134.25755357 4141904.3579754      -30.022 1554924916.00      -32.620        2.599
 -0.734  -0.201  -0.039   0.217  25.158  -0.176  89.7661686590   0.5525318497 002.2508016728 593159.35787446 4141904.5496934      -29.963 1554924917.00      -32.620        2.657
 -0.462   0.219  -0.079   0.167  25.259  -0.181  89.5220084242   0.6296920760 001.6288731749 593184.56139663 4141904.7958214      -29.896 1554924918.00      -32.620        2.724
 -0.316   0.265   0.205   0.208  25.345  -0.166  89.8446810657   0.6234468360 002.3138499486 593209.85124278 4141905.0726039      -29.805 1554924919.00      -32.620        2.815
  0.694   0.262   0.198   0.227  25.434  -0.234  89.6129196375   0.7461113704 001.9322715162 593235.22727325 4141905.2856128      -29.682 1554924920.00      -32.620        2.938
 -0.782  -0.652  -0.141   0.175  25.417  -0.128  89.8684817325   0.5839070186 001.9315896964 593260.65825115 4141905.5210546      -29.550 1554924921.00      -32.620        3.070
 -0.046  -0.146   0.280   0.252  25.163  -0.156  89.5294912530   0.7210444669 001.9542788251 593285.95731497 4141905.7325332      -29.416 1554924922.00      -32.620        3.203
 -0.388  -0.223   0.140   0.131  24.904  -0.184  89.7753130654   0.8178113089 001.2925698675 593310.98375235 4141906.0119874      -29.262 1554924923.00      -32.619        3.358
 -0.232  -0.337  -0.031   0.151  24.672  -0.186  89.5812006940   0.8607946027 000.4615346927 593335.75229198 4141906.2696559      -29.047 1554924924.00      -32.619        3.573
 -0.537  -0.278   0.032   0.142  24.452  -0.201  89.2891812945   0.8472441508 -00.9151167312 593360.29394292 4141906.6511706      -28.821 1554924925.00      -32.619        3.798
  0.342  -0.305  -0.357  -0.001  24.048  -0.109  89.0816502516   0.6575722023 -02.4755844750 593384.52334918 4141907.2100591      -28.595 1554924926.00      -32.619        4.024
 -1.358  -0.517  -0.169   0.105  23.704  -0.126  87.9320849202   0.5220218471 -02.7017481055 593408.37931551 4141907.9780856      -28.450 1554924927.00      -32.619        4.169
 -1.306  -0.215  -0.183   0.225  23.358  -0.152  85.1546605491   0.5397033247 -03.2089188866 593431.85573133 4141909.4229016      -28.333 1554924928.00      -32.619        4.286
 -1.533  -0.133  -0.096   0.292  23.017  -0.154  81.7101242284   0.5311204169 -03.1349557648 593454.88491060 4141912.0419039      -28.265 1554924929.00      -32.619        4.354
 -1.575   0.057  -0.192   0.290  22.864  -0.146  78.3722898380   0.3910895318 -03.2182924761 593477.47207071 4141915.9835954      -28.232 1554924930.00      -32.618        4.387
 -1.022   0.154   0.160   0.136  22.942  -0.187  76.3069374147   0.3145423704 -02.8437958020 593499.76547449 4141921.1082707      -28.283 1554924931.00      -32.618        4.335
 -0.322   0.189   0.007   0.124  23.138  -0.154  75.0319401628   0.3033754229 -01.6587643831 593522.05438459 4141926.9543873      -28.315 1554924932.00      -32.618        4.303
 -0.585   0.183   0.036   0.165  23.357  -0.164  74.0507843161   0.2192594890 -00.8241138446 593544.41981248 4141933.2947726      -28.364 1554924933.00      -32.618        4.254
 -0.500   0.333   0.283   0.071  23.579  -0.168  74.1085900280   0.2091639727 -00.0248549092 593566.92366487 4141939.9272331      -28.448 1554924934.00      -32.618        4.169
 -0.504  -0.406   0.194   0.154  23.737  -0.157  73.8349511147   0.3264541629 001.3632384820 593589.63067154 4141946.5872192      -28.524 1554924935.00      -32.617        4.094
  2.647   0.302   0.044   0.185  23.834  -0.199  73.5208900288   0.5333091157 002.1552093943 593612.42786839 4141953.3464855      -28.555 1554924936.00      -32.617        4.062
  0.212   0.169   0.522   0.167  23.918  -0.186  73.3929370940   0.4782478716 001.9214483434 593635.27047135 4141960.2128356      -28.532 1554924937.00      -32.617        4.085
  0.646   0.178  -0.126   0.152  23.959  -0.155  73.2188667863   0.5766476433 001.4306698849 593658.16427940 4141967.1880475      -28.505 1554924938.00      -32.617        4.112
  0.443  -0.309  -0.196   0.091  24.010  -0.173  73.6531172288   0.4347718341 001.3897606983 593681.11015127 4141974.1777434      -28.465 1554924939.00      -32.616        4.151
 -0.186  -0.400   0.310   0.176  23.939  -0.193  73.5123758760   0.4524189342 002.1047604604 593704.05222325 4141981.0570717      -28.461 1554924940.00      -32.616        4.155
 -0.117  -0.223  -0.277   0.171  23.875  -0.126  73.3877002598   0.4294089491 001.9436103510 593726.93438990 4141987.9533921      -28.429 1554924941.00      -32.616        4.187
  0.732  -0.043   0.406   0.134  23.861  -0.176  73.5634779818   0.4880912865 002.0248042001 593749.77840875 4141994.8604432      -28.417 1554924942.00      -32.616        4.199
 -0.202   0.108   0.246   0.159  23.811  -0.131  73.6070571517   0.5599401940 001.9809213626 593772.61850104 4142001.6845484      -28.388 1554924943.00      -32.615        4.227
  0.050   0.123   0.166   0.137  23.795  -0.208  73.7476036988   0.5226750190 001.7297137469 593795.41660230 4142008.5063485      -28.361 1554924944.00      -32.615        4.254
 -0.374  -0.164  -0.215   0.146  23.775  -0.202  73.8605909760   0.4757784235 002.0932669270 593818.19839196 4142015.2554206      -28.339 1554924945.00      -32.615        4.276
 -0.421   0.354   0.376   0.195  23.749  -0.180  73.6600213702   0.4230892247 001.8840227403 593840.97220038 4142021.9627406      -28.316 1554924946.00      -32.615        4.299
 -0.023   0.120  -0.119   0.147  23.745  -0.162  73.1954442716   0.3961888562 001.1546589262 593863.69267278 4142028.8320737      -28.279 1554924947.00      -32.614        4.336
  0.254  -0.196   0.053   0.097  23.751  -0.157  73.3322035678   0.4611049744 001.4451599875 593886.38290448 4142035.8436564      -28.275 1554924948.00      -32.614        4.339
  0.329   0.090   0.111   0.130  23.769  -0.168  73.9357916866   0.3311524169 001.7276396397 593909.12504748 4142042.6750355      -28.284 1554924949.00      -32.614        4.330
 -0.224   0.007  -0.296   0.190  23.776  -0.170  73.6466542649   0.3944699828 001.5689704375 593931.91715061 4142049.3849250      -28.291 1554924950.00      -32.614        4.322
  0.806  -0.141   0.141   0.125  23.770  -0.154  73.5100152899   0.4229574444 001.1883373854 593954.68573742 4142056.2211172      -28.284 1554924951.00      -32.613        4.329
  0.598   0.040  -0.209   0.186  23.795  -0.156  73.4792531859   0.3250160389 001.5664723415 593977.45544178 4142063.0834070      -28.279 1554924952.00      -32.613        4.335
  0.386   0.215  -0.061   0.132  23.814  -0.164  73.3715313908   0.4654537240 001.3591762112 594000.23563822 4142069.9938788      -28.268 1554924953.00      -32.613        4.345
 -0.096   0.084  -0.252   0.136  23.797  -0.175  73.7022483597   0.5763497053 001.6408537224 594023.01613992 4142076.8877422      -28.241 1554924954.00      -32.613        4.372
  0.128  -0.116  -0.063   0.220  23.773  -0.126  73.6223665839   0.5573160473 002.0351117108 594045.81379633 4142083.6715760      -28.192 1554924955.00      -32.612        4.420
  0.595  -0.139   0.402   0.083  23.783  -0.164  73.4887757444   0.5479023507 001.3134599087 594068.58332432 4142090.5212673      -28.124 1554924956.00      -32.612        4.488
  0.050  -0.193   0.198   0.162  23.775  -0.175  73.4478436395   0.6267126955 001.5981970146 594091.34391476 4142097.3888209      -28.038 1554924957.00      -32.612        4.573
 -0.437  -0.022  -0.526   0.158  23.849  -0.166  73.3852766483   0.5291265238 001.6222612420 594114.11084482 4142104.2980140      -27.960 1554924958.00      -32.611        4.651
 -0.545   0.093  -0.106   0.125  23.983  -0.182  73.5502197384   0.6600588391 001.4687601191 594136.98951237 4142111.2421247      -27.901 1554924959.00      -32.611        4.710
 -0.271   0.460  -0.117   0.127  24.135  -0.159  73.7776839830   0.5439947786 001.6027004629 594160.02616497 4142118.1541417      -27.802 1554924960.00      -32.611        4.809
  0.101   0.343   0.025   0.161  24.292  -0.174  73.7181192907   0.6288326393 001.9743266184 594183.23839942 4142125.0434974      -27.737 1554924961.00      -32.611        4.874
 -0.376  -0.057   0.160   0.209  24.396  -0.185  73.8105603013   0.6230629543 002.3252804566 594206.59800966 4142131.9301591      -27.676 1554924962.00      -32.610        4.934
 -0.029  -0.203   0.261   0.108  24.439  -0.183  73.7032739542   0.4834847058 001.6659836513 594229.99140222 4142138.8786868      -27.604 1554924963.00      -32.610        5.006
  0.212   0.143   0.329   0.194  24.449  -0.165  73.6011957934   0.6579847319 001.8603252059 594253.41713424 4142145.8411713      -27.541 1554924964.00      -32.610        5.068
  0.669   0.267   0.265   0.128  24.472  -0.160  73.4385903712   0.5779081505 001.3284943213 594276.83269767 4142152.8930912      -27.453 1554924965.00      -32.609        5.156
 -0.575  -0.191  -0.196   0.138  24.491  -0.168  73.7073190362   0.6301848197 001.6717705251 594300.26634552 4142159.9641548      -27.376 1554924966.00      -32.609        5.233
 -0.130   0.092  -0.013   0.210  24.493  -0.171  73.6487799383   0.7239550925 001.9457704018 594323.73630905 4142166.9504046      -27.297 1554924967.00      -32.609        5.312
 -0.544  -0.128  -0.218   0.178  24.492  -0.181  73.3193062878   0.7316155382 001.7473436582 594347.19107209 4142173.9926081      -27.173 1554924968.00      -32.608        5.435
  0.063  -0.288   0.125   0.179  24.485  -0.200  73.3108608899   0.8518450019 001.7278229862 594370.60948278 4142181.1372849      -27.041 1554924969.00      -32.608        5.567
  0.764  -0.067   0.004  -0.002  24.384  -0.129  73.9488608539   0.7891806079 001.0559211094 594393.99941403 4142188.2350328      -26.812 1554924970.00      -32.608        5.796
 -0.151  -0.399  -0.272   0.143  24.177  -0.130  74.7219126998   0.8995093609 001.6925803522 594417.33132417 4142194.9603857      -26.615 1554924971.00      -32.607        5.992
  0.282  -0.060  -0.161   0.063  23.991  -0.134  75.3752908511   0.9820954975 001.3260936281 594440.54637753 4142201.3768479      -26.376 1554924972.00      -32.607        6.231
  0.034  -0.077  -0.250   0.090  23.842  -0.150  76.0991198928   0.8978248650 001.4214452644 594463.67160377 4142207.4429336      -26.158 1554924973.00      -32.607        6.449
 -0.132  -0.241   0.149   0.102  23.780  -0.155  76.6888023260   0.9343967610 001.2712672967 594486.75619071 4142213.2116552      -25.930 1554924974.00      -32.606        6.676
  0.770   0.009   0.231   0.070  23.770  -0.171  77.1504172328   0.9037893556 001.1626631466 594509.86037559 4142218.7636225      -25.687 1554924975.00      -32.606        6.920
  0.273   0.086   0.178   0.052  23.775  -0.178  77.8225253744   0.9491103172 001.1801383594 594533.00603945 4142224.1176150      -25.481 1554924976.00      -32.606        7.125
  0.474  -0.211  -0.521   0.009  23.748  -0.134  79.2193506423   0.8272192759 000.6101714039 594556.22266560 4142229.0983140      -25.208 1554924977.00      -32.606        7.398
 -0.085   0.102   0.141   0.160  23.762  -0.170  79.5123612587   0.8348739920 001.4811360075 594579.53240563 4142233.6178476      -25.021 1554924978.00      -32.605        7.585
  0.254  -0.025  -0.073   0.083  23.709  -0.112  80.0261325136   0.7278798534 001.0996778962 594602.86890455 4142238.0131884      -24.826 1554924979.00      -32.605        7.779
 -0.147  -0.103  -0.100   0.116  23.611  -0.144  79.8772608897   0.8282964365 001.3161929174 594626.15328212 4142242.2836131      -24.672 1554924980.00      -32.605        7.932
  0.399   0.087  -0.273   0.109  23.476  -0.142  79.9499921522   0.8360714738 001.4404617336 594649.30234376 4142246.5613649      -24.450 1554924981.00      -32.604        8.154
  0.516  -0.333  -0.662   0.201  23.361  -0.133  79.7101749375   0.8811517931 002.0075123338 594672.33298792 4142250.8046658      -24.242 1554924982.00      -32.604        8.362
  0.278   0.260   0.443   0.116  23.295  -0.203  80.3100044532   0.8207276641 001.9020021559 594695.26532489 4142255.0178764      -24.112 1554924983.00      -32.604        8.492
 -0.576   0.153   0.309   0.115  23.167  -0.155  80.4610876942   0.8487854073 001.5257522310 594718.12881880 4142259.0314876      -23.891 1554924984.00      -32.603        8.712
 -1.277  -0.149   0.370  -0.100  23.067  -0.118  81.7948360385   0.7239264446 000.6871654724 594740.91243528 4142262.8677941      -23.739 1554924985.00      -32.603        8.864
  0.286  -0.058  -0.517   0.088  22.979  -0.121  82.7294677122   0.6206851795 001.1304571889 594763.68176871 4142266.2026479      -23.610 1554924986.00      -32.603        8.993
  1.655  -0.448   0.452   0.090  22.988  -0.128  84.1307219438   0.6054158542 001.7505865994 594786.46228461 4142269.0751928      -23.540 1554924987.00      -32.602        9.062
  0.055   0.087  -0.191   0.132  23.064  -0.126  84.4499511090   0.5110554349 001.9155526077 594809.35981483 4142271.5278561      -23.464 1554924988.00      -32.602        9.139
  0.613   0.350   0.237   0.193  23.155  -0.169  84.1848034301   0.5864337625 001.8308293386 594832.34853044 4142273.8805190      -23.384 1554924989.00      -32.602        9.218
  0.890   0.069  -2.096   0.334  23.168  -0.048  84.2580217068   0.4942047462 001.7017705952 594855.39999353 4142276.3120606      -23.319 1554924990.00      -32.602        9.283
 -0.278   0.140   0.062   0.110  23.312  -0.175  83.8516800385   0.6054387725 001.7535201433 594878.52346260 4142278.8236875      -23.256 1554924991.00      -32.601        9.346
  1.072   0.337   0.546   0.175  23.413  -0.196  83.5686446172   0.3466623844 002.2324899417 594901.70708106 4142281.4543825      -23.248 1554924992.00      -32.601        9.353
 -1.237   0.397   0.104   0.219  23.513  -0.235  82.6395534454   0.6391057726 001.2042312347 594924.97930048 4142284.2925777      -23.253 1554924993.00      -32.601        9.348
 -0.196  -0.256   0.580   0.098  23.546  -0.226  82.7687439690   0.3924646305 000.8780520915 594948.27894430 4142287.4045301      -23.184 1554924994.00      -32.600        9.416
 -0.827   0.621  -0.570   0.142  23.511  -0.165  82.6168127505   0.3801861450 000.1126377729 594971.57073028 4142290.5405432      -23.136 1554924995.00      -32.600        9.464
 -1.393  -0.516  -0.441   0.162  23.437  -0.117  82.4121808740   0.5394798712 000.3620806786 594994.83668039 4142293.7239842      -23.131 1554924996.00      -32.600        9.469
 -1.608  -0.404  -0.465   0.267  23.373  -0.052  80.8722823150   0.4616951209 -00.0955292532 595018.01697323 4142297.1159704      -23.058 1554924997.00      -32.599        9.542
 -0.618  -0.225  -0.002   0.313  23.418  -0.178  78.3650190036   0.1006572254 -00.7814685959 595041.03137411 4142301.3004916      -23.071 1554924998.00      -32.599        9.528
 -1.360   0.383  -0.005   0.095  23.533  -0.136  76.8923513123  -0.0014725015 -02.3458553710 595063.92001390 4142306.4354193      -23.194 1554924999.00      -32.599        9.404
  0.769  -0.134   0.414   0.134  23.624  -0.079  75.2716198676   0.1985527943 -02.0095807115 595086.78504109 4142312.2391419      -23.297 1554925000.00      -32.598        9.301
 -0.978  -0.114  -0.202   0.048  23.775  -0.188  74.5420096817  -0.0462033166 -02.5219940564 595109.61178180 4142318.5847692      -23.389 1554925001.00      -32.598        9.208
 -0.363  -0.092   0.397   0.099  23.586  -0.162  73.3989359622  -0.1000842677 -02.3439015849 595132.32054283 4142325.2940868      -23.524 1554925002.00      -32.597        9.074
 -0.253  -0.204   0.355   0.139  23.425  -0.193  72.6451412277  -0.0514802579 -01.3499573203 595154.69693622 4142332.3354941      -23.650 1554925003.00      -32.597        8.947
 -0.467  -0.087  -0.156   0.165  23.233  -0.125  70.9416574887  -0.2731232514 -01.5573737717 595176.81292796 4142339.7051789      -23.758 1554925004.00      -32.597        8.838
 -0.006  -0.444   0.110   0.083  23.085  -0.116  69.8418821897  -0.5130493281 -01.2936470282 595198.56755035 4142347.6401956      -24.002 1554925005.00      -32.596        8.594
  0.516   0.058   0.108   0.040  22.962  -0.107  69.8236392135  -0.3958107040 -00.3447773532 595220.10128917 4142355.7899345      -24.312 1554925006.00      -32.596        8.284
  0.492  -0.080  -0.144   0.070  22.932  -0.128  69.9139946578  -0.5374687893 000.4099398433 595241.56032846 4142363.8845938      -24.613 1554925007.00      -32.595        7.983
  0.151   0.025  -0.034   0.184  22.903  -0.146  69.8351327469  -0.2790189871 001.6034968742 595263.03128554 4142371.9045837      -24.962 1554925008.00      -32.595        7.633
 -0.218   0.100   0.091   0.196  22.846  -0.132  69.4581666247  -0.1660775465 001.5356586712 595284.44588023 4142379.9339043      -25.224 1554925009.00      -32.595        7.371
  0.032  -0.278  -0.016   0.121  22.692  -0.158  68.9875562805   0.2335719748 001.2357381838 595305.70721270 4142388.1301107      -25.376 1554925010.00      -32.594        7.219
